1	4.83	4.25	4.12	4.51	4.76
2	4.83	4.16	3.88	4.28	4.47
3	4.83	4.24	4.00	4.34	4.56
4	4.83	4.09	3.95	4.26	4.44
5	4.83	4.18	3.97	4.10	4.17
6	4.83	4.26	3.96	4.29	4.49
7	4.83	4.26	3.98	4.30	4.55
8	4.83	4.03	3.89	4.28	4.50
9	4.83	4.15	3.86	4.30	4.60
10	4.83	4.01	3.90	4.05	4.14
12	4.83	4.01	3.88	4.04	4.14
15	4.83	4.02	3.95	4.08	4.16
20	4.83	3.80	3.89	3.99	4.14
30	4.83	3.71	3.90	4.11	4.20
50	4.83	3.45	3.75	4.00	4.12
100	4.83	3.80	3.94	4.10	4.24
200	4.83	4.12	4.17	4.28	4.39
