1	3.04	2.59	2.58	2.76	3.23
2	3.04	2.62	2.58	2.77	3.16
3	3.04	2.59	2.59	2.78	3.14
4	3.04	2.60	2.60	2.74	3.59
5	3.04	2.62	2.56	2.84	3.35
6	3.04	2.59	2.59	2.77	3.04
7	3.04	2.59	2.59	2.79	3.06
8	3.04	2.60	2.57	2.79	3.12
9	3.04	2.59	2.59	2.82	2.95
10	3.04	2.62	2.58	2.70	3.25
12	3.04	2.60	2.61	2.90	3.17
15	3.04	2.59	2.60	2.77	2.98
20	3.04	2.57	2.59	2.79	2.90
30	3.04	2.63	2.63	2.71	2.81
50	3.04	2.72	2.66	2.76	2.81
100	3.04	2.91	2.87	2.77	2.81
200	3.04	2.96	2.98	2.91	2.95
