1	7.12	5.70	5.43	6.50	7.26
2	7.12	5.68	5.38	6.10	7.56
3	7.12	5.66	5.38	6.19	7.30
4	7.12	5.66	5.35	5.98	7.11
5	7.12	5.63	5.35	5.97	6.94
6	7.12	5.62	5.38	6.08	6.73
7	7.12	5.63	5.37	5.90	6.73
8	7.12	5.63	5.35	6.09	6.64
9	7.12	5.66	5.39	5.92	6.42
10	7.12	5.66	5.37	5.79	6.91
12	7.12	5.62	5.36	6.17	6.37
15	7.12	5.65	5.41	5.78	6.28
20	7.12	5.65	5.41	5.70	6.01
30	7.12	5.63	5.47	5.85	6.05
50	7.12	5.77	5.77	6.07	6.20
100	7.12	6.23	6.22	6.41	6.52
200	7.12	6.49	6.51	6.67	6.77
